dog_name,gender,breed,birth,colour,borough
Emily,Female,"Poodle, Standard",May-01,Black,Manhattan
Chanel,Female,"Poodle, Standard",Jun-01,Cream,Manhattan
Coolen,Male,"Poodle, Standard",Aug-01,Gray,Brooklyn
Nunu,Male,"Poodle, Standard",Aug-01,White,Brooklyn
Husky,Male,"Poodle, Standard",Sep-01,Cream,Manhattan
Sammy,Male,"Poodle, Standard",Sep-01,White,Bronx
Leah,Female,"Poodle, Standard",Oct-01,Black,Manhattan
Nena,Female,"Poodle, Standard",Oct-01,White,Brooklyn
Clifford,Male,"Poodle, Standard",Nov-01,White,Bronx
Clive,Male,"Poodle, Standard",Nov-01,Black,Manhattan
Taz,Male,"Poodle, Standard",Nov-01,Tan,Bronx
Tiny,Male,"Poodle, Standard",Nov-01,Black,Manhattan
Ashley,Female,"Poodle, Standard",Jan-02,Gray,Bronx
Bengi,Male,"Poodle, Standard",Jan-02,Black,Manhattan
Bijou,Female,"Poodle, Standard",Jan-02,Black,Queens
Buddy,Male,"Poodle, Standard",Jan-02,Rust,Queens
Buddy,Male,"Poodle, Standard",Jan-02,Blond,Manhattan
Buttons,Male,"Poodle, Standard",Jan-02,Rust,Manhattan
Candie,Female,"Poodle, Standard",Jan-02,Blond,Brooklyn
Cassie,Female,"Poodle, Standard",Jan-02,Rust,Manhattan
Chuckle,Male,"Poodle, Standard",Jan-02,White,Queens
Coco,Male,"Poodle, Standard",Jan-02,Rust,Brooklyn
Cooper,Male,"Poodle, Standard",Jan-02,Apricot,Brooklyn
Coucou,Female,"Poodle, Standard",Jan-02,Brown,Brooklyn
Daisy,Female,"Poodle, Standard",Jan-02,Black,Manhattan
Dasny,Female,"Poodle, Standard",Jan-02,Black,Manhattan
Dotty,Female,"Poodle, Standard",Jan-02,White,Manhattan
Dusty,Male,"Poodle, Standard",Jan-02,Brown,Brooklyn
Ezekiel,Male,"Poodle, Standard",Jan-02,Black,Manhattan
Fiona,Female,"Poodle, Standard",Jan-02,Blue,Manhattan
Frederick,Male,"Poodle, Standard",Jan-02,Brown,Staten Island
George,Male,"Poodle, Standard",Jan-02,Orange,Brooklyn
Gigi,Female,"Poodle, Standard",Jan-02,Gray,Brooklyn
Gizmo,Female,"Poodle, Standard",Jan-02,White,Brooklyn
Goldie,Female,"Poodle, Standard",Jan-02,Brown,Queens
Henree,Female,"Poodle, Standard",Jan-02,Gray,Manhattan
Hermie,Male,"Poodle, Standard",Jan-02,Blond,Queens
Jackson,Male,"Poodle, Standard",Jan-02,Brown,Manhattan
Jazz,Male,"Poodle, Standard",Jan-02,Brown,Brooklyn
Jezebel,Female,"Poodle, Standard",Jan-02,Black,Manhattan
Juliette,Female,"Poodle, Standard",Jan-02,Gray,Brooklyn
Kahlua,Male,"Poodle, Standard",Jan-02,Brown,Manhattan
Lexus,Female,"Poodle, Standard",Jan-02,Gray,Bronx
Lilly,Female,"Poodle, Standard",Jan-02,Tan,Bronx
Lily,Female,"Poodle, Standard",Jan-02,Black,Manhattan
Linda,Female,"Poodle, Standard",Jan-02,Black,Manhattan
Louise,Female,"Poodle, Standard",Jan-02,Brown,Manhattan
Lucy,Female,"Poodle, Standard",Jan-02,Rust,Queens
Luke,Male,"Poodle, Standard",Jan-02,Black,Queens
Lulu,Female,"Poodle, Standard",Jan-02,Black,Manhattan
Malcolm,Male,"Poodle, Standard",Jan-02,White,Brooklyn
Masik,Male,"Poodle, Standard",Jan-02,White,Brooklyn
Max,Male,"Poodle, Standard",Jan-02,White,Staten Island
Max,Male,"Poodle, Standard",Jan-02,Black,Staten Island
Maymay,Female,"Poodle, Standard",Jan-02,N/A,Queens
Melody,Female,"Poodle, Standard",Jan-02,Apricot,Manhattan
Merlin,Male,"Poodle, Standard",Jan-02,Black,Manhattan
Mimi,Female,"Poodle, Standard",Jan-02,White,Queens
Moishe,Male,"Poodle, Standard",Jan-02,White,Manhattan
Monskin,Female,"Poodle, Standard",Jan-02,White,Brooklyn
Muffin,Female,"Poodle, Standard",Jan-02,Tan,Bronx
Muneco,Male,"Poodle, Standard",Jan-02,Tan,Queens
N/A,Male,"Poodle, Standard",Jan-02,Tan,Staten Island
Nica,Female,"Poodle, Standard",Jan-02,Black,Brooklyn
Nina,Female,"Poodle, Standard",Jan-02,White,Queens
Nina,Female,"Poodle, Standard",Jan-02,White,Bronx
Pebbles,Female,"Poodle, Standard",Jan-02,Tan,Brooklyn
Peluche,Male,"Poodle, Standard",Jan-02,Tan,Queens
Pooky,Male,"Poodle, Standard",Jan-02,White,Queens
Prince,Male,"Poodle, Standard",Jan-02,Black,Brooklyn
Prince,Male,"Poodle, Standard",Jan-02,White,Manhattan
Princess,Female,"Poodle, Standard",Jan-02,White,Manhattan
Reeses,Male,"Poodle, Standard",Jan-02,White,Manhattan
Rocco,Male,"Poodle, Standard",Jan-02,Black,Manhattan
Roland,Male,"Poodle, Standard",Jan-02,White,Manhattan
Seve,Male,"Poodle, Standard",Jan-02,Brown,Brooklyn
Shadow,Male,"Poodle, Standard",Jan-02,Black,Staten Island
Sheba,Female,"Poodle, Standard",Jan-02,White,Staten Island
Stoney,Male,"Poodle, Standard",Jan-02,Black,Manhattan
Teddy,Male,"Poodle, Standard",Jan-02,Black,Manhattan
Tia,Female,"Poodle, Standard",Jan-02,Tan,Queens
Toby,Male,"Poodle, Standard",Jan-02,Black,Queens
Mickey,Male,"Poodle, Standard",Feb-02,Black,Manhattan
Lucky,Male,"Poodle, Standard",Mar-02,White,Brooklyn
Reina,Female,"Poodle, Standard",Mar-02,White,Brooklyn
Spike,Male,"Poodle, Standard",Mar-02,Black,Manhattan
Tootie,Male,"Poodle, Standard",Apr-02,Blond,Bronx
Butch,Male,"Poodle, Standard",May-02,Red,Manhattan
Cookie,Female,"Poodle, Standard",May-02,Brown,Manhattan
Cuzzy,Male,"Poodle, Standard",May-02,Apricot,Queens
Dukie,Male,"Poodle, Standard",May-02,White,Bronx
Lady,Female,"Poodle, Standard",May-02,Black,Bronx
Maxim,Male,"Poodle, Standard",May-02,Black,Brooklyn
N/A,Female,"Poodle, Standard",May-02,Rust,Brooklyn
Silion,Female,"Poodle, Standard",May-02,Black,Brooklyn
Sundance,Male,"Poodle, Standard",May-02,Red,Manhattan
Chispy,Male,"Poodle, Standard",Jun-02,Black,Queens
Scout,Female,"Poodle, Standard",Jun-02,Black,Manhattan
Bombon,Female,"Poodle, Standard",Jul-02,Black,Manhattan
Rouge,Female,"Poodle, Standard",Jul-02,Tan,Bronx
Chocko,Male,"Poodle, Standard",Oct-02,Tan,Bronx
Shy,Female,"Poodle, Standard",Oct-02,White,Bronx
Toto,Male,"Poodle, Standard",Oct-02,White,Manhattan
Buddy,Male,"Poodle, Standard",Nov-02,White,Staten Island
Ripley,Male,"Poodle, Standard",Nov-02,Black,Brooklyn
Teddy,Male,"Poodle, Standard",Nov-02,Orange,Brooklyn
Teddy,Male,"Poodle, Standard",Dec-02,Tan,Manhattan
Alex,Male,"Poodle, Standard",Jan-03,Black,Manhattan
Amber,Female,"Poodle, Standard",Jan-03,Brown,Manhattan
Angel,Female,"Poodle, Standard",Jan-03,Gray,Queens
Anthony,Male,"Poodle, Standard",Jan-03,White,Brooklyn
Bear,Male,"Poodle, Standard",Jan-03,Brown,Manhattan
Bella,Female,"Poodle, Standard",Jan-03,Brown,Staten Island
Benji,Male,"Poodle, Standard",Jan-03,White,Manhattan
Bianca,Female,"Poodle, Standard",Jan-03,Black,Manhattan
Blackie,Female,"Poodle, Standard",Jan-03,Black,Bronx
Boo,Male,"Poodle, Standard",Jan-03,White,Staten Island
Campbell,Male,"Poodle, Standard",Jan-03,White,Brooklyn
Candy,Female,"Poodle, Standard",Jan-03,White,Bronx
Cappi,Male,"Poodle, Standard",Jan-03,Tan,Staten Island
Chilli,Female,"Poodle, Standard",Jan-03,Tan,Manhattan
Daisy,Female,"Poodle, Standard",Jan-03,Tan,Brooklyn
Dezi,Female,"Poodle, Standard",Jan-03,Rust,Queens
Fletch,Male,"Poodle, Standard",Jan-03,White,Manhattan
Fluffy,Male,"Poodle, Standard",Jan-03,White,Staten Island
Frankie,Male,"Poodle, Standard",Jan-03,Tan,Staten Island
Ginger,Female,"Poodle, Standard",Jan-03,Black,Queens
Graff,Male,"Poodle, Standard",Jan-03,Gray,Staten Island
Gypsey,Female,"Poodle, Standard",Jan-03,White,Queens
Hobbes,Male,"Poodle, Standard",Jan-03,Black,Brooklyn
Jojo,Male,"Poodle, Standard",Jan-03,White,Brooklyn
Juliette,Female,"Poodle, Standard",Jan-03,Tan,Queens
Kasha,Female,"Poodle, Standard",Jan-03,White,Manhattan
Kirby,Male,"Poodle, Standard",Jan-03,Black,Queens
Laila,Female,"Poodle, Standard",Jan-03,White,Queens
Leila,Female,"Poodle, Standard",Jan-03,Black,Brooklyn
Luckie,Male,"Poodle, Standard",Jan-03,White,Manhattan
Lucky,Male,"Poodle, Standard",Jan-03,White,Bronx
Lucy,Female,"Poodle, Standard",Jan-03,White,Queens
Lucy,Female,"Poodle, Standard",Jan-03,Black,Brooklyn
Lusy,Female,"Poodle, Standard",Jan-03,Orange,Brooklyn
Mandy,Female,"Poodle, Standard",Jan-03,White,Staten Island
Marshall,Male,"Poodle, Standard",Jan-03,White,Queens
Marvin,Male,"Poodle, Standard",Jan-03,Tan,Brooklyn
Max,Male,"Poodle, Standard",Jan-03,Black,Staten Island
Maxwell,Male,"Poodle, Standard",Jan-03,Brown,Manhattan
Molly,Female,"Poodle, Standard",Jan-03,Black,Manhattan
Murphy,Male,"Poodle, Standard",Jan-03,Tan,Brooklyn
Nemo,Male,"Poodle, Standard",Jan-03,Brown,Queens
Nemo,Male,"Poodle, Standard",Jan-03,Black,Manhattan
Nina,Female,"Poodle, Standard",Jan-03,Black,Queens
Penca,Female,"Poodle, Standard",Jan-03,White,Manhattan
Perlita,Female,"Poodle, Standard",Jan-03,White,Queens
Piccola,Female,"Poodle, Standard",Jan-03,Black,Manhattan
Pinky,Male,"Poodle, Standard",Jan-03,White,Queens
Pippin,Male,"Poodle, Standard",Jan-03,Gray,Bronx
Precious,Female,"Poodle, Standard",Jan-03,Brown,Bronx
Princess,Female,"Poodle, Standard",Jan-03,White,Manhattan
Princess,Female,"Poodle, Standard",Jan-03,White,Staten Island
Sandy,Female,"Poodle, Standard",Jan-03,White,Bronx
Sawyer,Male,"Poodle, Standard",Jan-03,White,Brooklyn
Sebastian,Male,"Poodle, Standard",Jan-03,White,Bronx
Sebastian,Male,"Poodle, Standard",Jan-03,White,Manhattan
Sisi,Female,"Poodle, Standard",Jan-03,White,Queens
Snowy,Male,"Poodle, Standard",Jan-03,White,Bronx
Snuffy,Male,"Poodle, Standard",Jan-03,White,Queens
Sugar,Female,"Poodle, Standard",Jan-03,Gray,Brooklyn
Tara,Female,"Poodle, Standard",Jan-03,White,Queens
Tootsie,Female,"Poodle, Standard",Jan-03,Tan,Queens
Yufie,Female,"Poodle, Standard",Jan-03,Gray,Staten Island
Joey,Male,"Poodle, Standard",Feb-03,Black,Manhattan
Noodles,Male,"Poodle, Standard",Feb-03,White,Manhattan
Slims,Male,"Poodle, Standard",Feb-03,Blond,Brooklyn
Snickers,Male,"Poodle, Standard",Feb-03,Black,Manhattan
Sunshine,Male,"Poodle, Standard",Feb-03,Tan,Brooklyn
Lisa,Female,"Poodle, Standard",Mar-03,White,Manhattan
Max,Male,"Poodle, Standard",Mar-03,Black,Manhattan
Philip,Male,"Poodle, Standard",Mar-03,Black,Brooklyn
Shorty,Male,"Poodle, Standard",Mar-03,Cream,Brooklyn
Dino,Male,"Poodle, Standard",Jun-03,Blond,Staten Island
Fifi,Female,"Poodle, Standard",Jun-03,White,Queens
Stella,Female,"Poodle, Standard",Jun-03,Apricot,Manhattan
Magic,Female,"Poodle, Standard",Jul-03,Orange,Manhattan
Cosmo,Male,"Poodle, Standard",Aug-03,Red,Bronx
Susie,Female,"Poodle, Standard",Aug-03,Black,Queens
Twix,Male,"Poodle, Standard",Aug-03,White,Queens
Fuffy,Male,"Poodle, Standard",Sep-03,White,Brooklyn
Lazarus,Male,"Poodle, Standard",Sep-03,Tan,Manhattan
Winston,Male,"Poodle, Standard",Sep-03,Black,Brooklyn
Jefferson,Male,"Poodle, Standard",Oct-03,Tan,Brooklyn
Munchkin,Male,"Poodle, Standard",Oct-03,Orange,Queens
Negro,Male,"Poodle, Standard",Oct-03,Black,Queens
Coco,Female,"Poodle, Standard",Nov-03,Brown,Manhattan
Honey,Female,"Poodle, Standard",Nov-03,Tan,Brooklyn
Lovey,Female,"Poodle, Standard",Nov-03,Apricot,Manhattan
Romeo,Male,"Poodle, Standard",Nov-03,Black,Queens
Madison,Female,"Poodle, Standard",Dec-03,White,Manhattan
Alf,Male,"Poodle, Standard",Jan-04,Brown,Bronx
Apha,Male,"Poodle, Standard",Jan-04,White,Manhattan
Babyface,Male,"Poodle, Standard",Jan-04,Blond,Manhattan
Bambi,Male,"Poodle, Standard",Jan-04,Tan,Bronx
Belcanto,Female,"Poodle, Standard",Jan-04,Blue,Queens
Bibi,Female,"Poodle, Standard",Jan-04,White,Queens
Blizzy,Female,"Poodle, Standard",Jan-04,White,Brooklyn
Bobby,Male,"Poodle, Standard",Jan-04,Brown,Queens
Brownie,Male,"Poodle, Standard",Jan-04,Brown,Brooklyn
Brownie,Male,"Poodle, Standard",Jan-04,Brown,Manhattan
Buddy,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Buster,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Butter,Male,"Poodle, Standard",Jan-04,White,Brooklyn
Caesar,Male,"Poodle, Standard",Jan-04,Black,Queens
Caledonia,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Charley,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Charley,Male,"Poodle, Standard",Jan-04,Gray,Manhattan
Chiquita,Female,"Poodle, Standard",Jan-04,Orange,Bronx
Chloe,Female,"Poodle, Standard",Jan-04,Brown,Manhattan
Coco,Male,"Poodle, Standard",Jan-04,White,Queens
Coffee,Male,"Poodle, Standard",Jan-04,Brown,Queens
Cosmo,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Crystal,Female,"Poodle, Standard",Jan-04,Tan,Bronx
Daisy,Female,"Poodle, Standard",Jan-04,White,Staten Island
Diamond,Male,"Poodle, Standard",Jan-04,Blue,Brooklyn
Dodger,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Duc,Male,"Poodle, Standard",Jan-04,Gray,Manhattan
Dusty,Male,"Poodle, Standard",Jan-04,Gray,Manhattan
Eliot,Male,"Poodle, Standard",Jan-04,White,Brooklyn
Floyd,Male,"Poodle, Standard",Jan-04,Black,Brooklyn
Fluffy,Female,"Poodle, Standard",Jan-04,White,Staten Island
Giallo,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Gigi,Female,"Poodle, Standard",Jan-04,Gray,Queens
Giorgio,Male,"Poodle, Standard",Jan-04,Black,Staten Island
Howie,Male,"Poodle, Standard",Jan-04,Black,Queens
Jackson,Male,"Poodle, Standard",Jan-04,Blond,Queens
Java,Male,"Poodle, Standard",Jan-04,Black,Brooklyn
Joey,Male,"Poodle, Standard",Jan-04,Black,Bronx
Julius,Male,"Poodle, Standard",Jan-04,Gray,Bronx
Kami,Female,"Poodle, Standard",Jan-04,Black,Queens
Kitty,Female,"Poodle, Standard",Jan-04,Gray,Manhattan
Lexi,Female,"Poodle, Standard",Jan-04,Tan,Manhattan
Louie,Male,"Poodle, Standard",Jan-04,Orange,Staten Island
Louis,Male,"Poodle, Standard",Jan-04,White,Manhattan
Lucas,Male,"Poodle, Standard",Jan-04,Tan,Manhattan
Lucky,Male,"Poodle, Standard",Jan-04,White,Manhattan
Lucky,Male,"Poodle, Standard",Jan-04,White,Brooklyn
Lucky,Male,"Poodle, Standard",Jan-04,Black,Staten Island
Magic,Male,"Poodle, Standard",Jan-04,White,Brooklyn
Maxi,Female,"Poodle, Standard",Jan-04,Black,Manhattan
Mona,Female,"Poodle, Standard",Jan-04,Orange,Queens
N/A,Male,"Poodle, Standard",Jan-04,Orange,Queens
Odie,Male,"Poodle, Standard",Jan-04,Brown,Queens
Oscar,Male,"Poodle, Standard",Jan-04,White,Queens
Paddington,Female,"Poodle, Standard",Jan-04,White,Queens
Patti,Female,"Poodle, Standard",Jan-04,White,Brooklyn
Pee,Male,"Poodle, Standard",Jan-04,White,Staten Island
Prince,Male,"Poodle, Standard",Jan-04,White,Queens
Radley,Male,"Poodle, Standard",Jan-04,Black,Brooklyn
Rover,Male,"Poodle, Standard",Jan-04,White,Brooklyn
Rusty,Male,"Poodle, Standard",Jan-04,Rust,Manhattan
Sadie,Female,"Poodle, Standard",Jan-04,Black,Staten Island
Scooby,Male,"Poodle, Standard",Jan-04,White,Bronx
Scrappie,Female,"Poodle, Standard",Jan-04,Tan,Queens
Sister,Female,"Poodle, Standard",Jan-04,White,Brooklyn
Snowy,Male,"Poodle, Standard",Jan-04,White,Queens
Sophia,Female,"Poodle, Standard",Jan-04,Tan,Brooklyn
Thunder,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Tucker,Male,"Poodle, Standard",Jan-04,Black,Manhattan
Voland,Male,"Poodle, Standard",Jan-04,Black,Staten Island
Buddy,Male,"Poodle, Standard",Feb-04,White,Staten Island
Blackberry,Female,"Poodle, Standard",Mar-04,Black,Manhattan
Dante,Male,"Poodle, Standard",Apr-04,Black,Staten Island
Guinness,Female,"Poodle, Standard",May-04,Cream,Queens
Max,Male,"Poodle, Standard",May-04,White,Staten Island
Snowy,Female,"Poodle, Standard",May-04,White,Brooklyn
Cherry,Female,"Poodle, Standard",Jun-04,Cream,Brooklyn
Cody,Male,"Poodle, Standard",Jun-04,White,Bronx
Giacomo,Male,"Poodle, Standard",Jun-04,White,Staten Island
Eevee,Female,"Poodle, Standard",Aug-04,Tan,Manhattan
Precious,Female,"Poodle, Standard",Aug-04,White,Manhattan
Amber,Female,"Poodle, Standard",Sep-04,Black,Queens
Ices,Female,"Poodle, Standard",Oct-04,Apricot,Brooklyn
Kelsey,Male,"Poodle, Standard",Oct-04,Black,Staten Island
Magritte,Female,"Poodle, Standard",Oct-04,Black,Manhattan
Baby,Female,"Poodle, Standard",Nov-04,White,Manhattan
Teddy,Male,"Poodle, Standard",Nov-04,Brown,Queens
Eugene,Male,"Poodle, Standard",Dec-04,Gray,Manhattan
Jackie,Male,"Poodle, Standard",Dec-04,Black,Manhattan
Austin,Male,"Poodle, Standard",Jan-05,White,Queens
Bacchus,Male,"Poodle, Standard",Jan-05,Black,Manhattan
Beauty,Female,"Poodle, Standard",Jan-05,White,Brooklyn
Bimbo,Male,"Poodle, Standard",Jan-05,White,Bronx
Blondie,Female,"Poodle, Standard",Jan-05,White,Brooklyn
Bob,Male,"Poodle, Standard",Jan-05,Tan,Brooklyn
Bogie,Male,"Poodle, Standard",Jan-05,Black,Brooklyn
Buddy,Male,"Poodle, Standard",Jan-05,White,Queens
Coco,Female,"Poodle, Standard",Jan-05,Brown,Brooklyn
Daisy,Female,"Poodle, Standard",Jan-05,Black,Queens
Destiny,Female,"Poodle, Standard",Jan-05,Gray,Brooklyn
Dolly,Female,"Poodle, Standard",Jan-05,White,Manhattan
Domani,Female,"Poodle, Standard",Jan-05,Tan,Manhattan
Drambuie,Male,"Poodle, Standard",Jan-05,Rust,Manhattan
Duke,Male,"Poodle, Standard",Jan-05,Black,Queens
Emmett,Male,"Poodle, Standard",Jan-05,White,Manhattan
Feebie,Female,"Poodle, Standard",Jan-05,Black,Queens
Footprint,Male,"Poodle, Standard",Jan-05,Black,Queens
Gigi,Female,"Poodle, Standard",Jan-05,Brown,Manhattan
Ginger,Female,"Poodle, Standard",Jan-05,Rust,Manhattan
Goldendoodle,Female,"Poodle, Standard",Jan-05,White,Manhattan
Harpo,Male,"Poodle, Standard",Jan-05,Rust,Manhattan
Hershey,Female,"Poodle, Standard",Jan-05,White,Queens
Jacques,Male,"Poodle, Standard",Jan-05,Silver,Queens
Jewel,Female,"Poodle, Standard",Jan-05,Tan,Brooklyn
Katie,Female,"Poodle, Standard",Jan-05,White,Manhattan
Kong,Male,"Poodle, Standard",Jan-05,Black,Manhattan
Lola,Female,"Poodle, Standard",Jan-05,Black,Manhattan
Lucy,Female,"Poodle, Standard",Jan-05,Tan,Queens
Luigi,Male,"Poodle, Standard",Jan-05,Gray,Queens
Lulu,Female,"Poodle, Standard",Jan-05,Black,Manhattan
Maggie,Female,"Poodle, Standard",Jan-05,Brown,Manhattan
Mia,Female,"Poodle, Standard",Jan-05,Blue,Manhattan
Mikey,Male,"Poodle, Standard",Jan-05,Gray,Queens
Millie,Female,"Poodle, Standard",Jan-05,White,Manhattan
Muppet,Male,"Poodle, Standard",Jan-05,White,Queens
N/A,Female,"Poodle, Standard",Jan-05,Black,Brooklyn
N/A,Male,"Poodle, Standard",Jan-05,Black,Manhattan
N/A,Male,"Poodle, Standard",Jan-05,Black,Manhattan
Nicky,Male,"Poodle, Standard",Jan-05,Orange,Manhattan
Noni,Male,"Poodle, Standard",Jan-05,White,Queens
Princess,Female,"Poodle, Standard",Jan-05,White,Queens
Puffy,Male,"Poodle, Standard",Jan-05,Black,Queens
Puffy,Female,"Poodle, Standard",Jan-05,Gray,Queens
Rio,Male,"Poodle, Standard",Jan-05,Black,Queens
Ruby,Female,"Poodle, Standard",Jan-05,White,Brooklyn
Sam,Male,"Poodle, Standard",Jan-05,White,Bronx
Sasha,Female,"Poodle, Standard",Jan-05,Black,Brooklyn
Shadow,Male,"Poodle, Standard",Jan-05,Black,Brooklyn
Smokey,Male,"Poodle, Standard",Jan-05,Black,Brooklyn
Sooky,Male,"Poodle, Standard",Jan-05,Tan,Brooklyn
Suny,Male,"Poodle, Standard",Jan-05,White,Brooklyn
Toky,Male,"Poodle, Standard",Jan-05,Blond,Bronx
Tuffy,Male,"Poodle, Standard",Jan-05,Black,Manhattan
Virginia,Female,"Poodle, Standard",Jan-05,Brown,Manhattan
Yuki,Female,"Poodle, Standard",Jan-05,Tan,Bronx
Snuggles,Female,"Poodle, Standard",Feb-05,Tan,Brooklyn
Tula,Female,"Poodle, Standard",Feb-05,White,Brooklyn
Brownie,Male,"Poodle, Standard",Apr-05,Brown,Bronx
Chanel,Female,"Poodle, Standard",Apr-05,White,Queens
Chloe,Female,"Poodle, Standard",Apr-05,Black,Manhattan
Hank,Male,"Poodle, Standard",Apr-05,Silver,Brooklyn
Black,Male,"Poodle, Standard",May-05,Black,Queens
Bruno,Female,"Poodle, Standard",May-05,White,Queens
Lucy,Female,"Poodle, Standard",May-05,Blond,Brooklyn
Simon,Male,"Poodle, Standard",May-05,Tan,Queens
Bit,Female,"Poodle, Standard",Jun-05,White,Manhattan
Frieda,Female,"Poodle, Standard",Jun-05,White,Staten Island
Lady,Female,"Poodle, Standard",Jun-05,Tan,Queens
Franny,Female,"Poodle, Standard",Jul-05,Black,Queens
Lucky,Male,"Poodle, Standard",Jul-05,White,Queens
Shadow,Female,"Poodle, Standard",Jul-05,Gray,Queens
Luc,Male,"Poodle, Standard",Aug-05,Black,Brooklyn
Maggie,Female,"Poodle, Standard",Aug-05,Brown,Manhattan
Tasha,Female,"Poodle, Standard",Aug-05,Cream,Brooklyn
Boomer,Male,"Poodle, Standard",Sep-05,White,Bronx
Jr,Male,"Poodle, Standard",Sep-05,Black,Bronx
Prancy,Male,"Poodle, Standard",Sep-05,Black,Manhattan
Ricky,Male,"Poodle, Standard",Sep-05,Tan,Queens
Bailey,Female,"Poodle, Standard",Oct-05,Tan,Queens
Coco,Male,"Poodle, Standard",Oct-05,White,Bronx
Cooper,Male,"Poodle, Standard",Oct-05,White,Brooklyn
Holly,Female,"Poodle, Standard",Oct-05,Tan,Queens
Jack,Male,"Poodle, Standard",Oct-05,Gray,Manhattan
Louis,Male,"Poodle, Standard",Oct-05,Cream,Staten Island
Mickey,Male,"Poodle, Standard",Oct-05,White,Bronx
Roxy,Female,"Poodle, Standard",Nov-05,Tan,Brooklyn
Banifacio,Male,"Poodle, Standard",Dec-05,Black,Brooklyn
Capito,Male,"Poodle, Standard",Dec-05,White,Queens
Coby,Male,"Poodle, Standard",Dec-05,Cream,Queens
Coco,Male,"Poodle, Standard",Dec-05,White,Staten Island
Ryeman,Male,"Poodle, Standard",Dec-05,Black,Staten Island
Scrappy,Male,"Poodle, Standard",Dec-05,Blond,Queens
Angel,Female,"Poodle, Standard",Jan-06,White,Queens
Ashlee,Female,"Poodle, Standard",Jan-06,Orange,Manhattan
Beau,Male,"Poodle, Standard",Jan-06,Black,Manhattan
Bella,Female,"Poodle, Standard",Jan-06,Tan,Bronx
Brandy,Male,"Poodle, Standard",Jan-06,Orange,Queens
Brownie,Male,"Poodle, Standard",Jan-06,Brown,Manhattan
Brownie,Male,"Poodle, Standard",Jan-06,Tan,Manhattan
Chico,Male,"Poodle, Standard",Jan-06,White,Bronx
Chloe,Female,"Poodle, Standard",Jan-06,White,Manhattan
Clifford,Male,"Poodle, Standard",Jan-06,Black,Bronx
Coco,Male,"Poodle, Standard",Jan-06,Brown,Manhattan
Coco,Male,"Poodle, Standard",Jan-06,Brown,Staten Island
Cosmo,Male,"Poodle, Standard",Jan-06,Black,Bronx
Divamechel,Female,"Poodle, Standard",Jan-06,Tan,Brooklyn
Ewok,Male,"Poodle, Standard",Jan-06,Orange,Bronx
Gabriel,Male,"Poodle, Standard",Jan-06,Black,Manhattan
Hank,Male,"Poodle, Standard",Jan-06,Tan,Bronx
Hazel,Female,"Poodle, Standard",Jan-06,White,Brooklyn
Hudson,Male,"Poodle, Standard",Jan-06,Black,Manhattan
Jerry,Male,"Poodle, Standard",Jan-06,Black,Brooklyn
Katie,Female,"Poodle, Standard",Jan-06,White,Staten Island
Lorenzo,Male,"Poodle, Standard",Jan-06,Black,Manhattan
Lorenzo,Male,"Poodle, Standard",Jan-06,Orange,Queens
Lucky,Male,"Poodle, Standard",Jan-06,White,Queens
Max,Male,"Poodle, Standard",Jan-06,Black,Manhattan
Mikey,Male,"Poodle, Standard",Jan-06,White,Bronx
Mimi,Female,"Poodle, Standard",Jan-06,White,Brooklyn
N/A,Male,"Poodle, Standard",Jan-06,Black,Queens
N/A,Female,"Poodle, Standard",Jan-06,Tan,Manhattan
Nastacha,Female,"Poodle, Standard",Jan-06,Black,Bronx
Nicky,Male,"Poodle, Standard",Jan-06,Orange,Brooklyn
Peachie,Female,"Poodle, Standard",Jan-06,White,Queens
Pearl,Female,"Poodle, Standard",Jan-06,Black,Manhattan
Pepe,Male,"Poodle, Standard",Jan-06,Apricot,Staten Island
Poochita,Female,"Poodle, Standard",Jan-06,Black,Manhattan
Puchi,Female,"Poodle, Standard",Jan-06,Tan,Bronx
Puchi,Male,"Poodle, Standard",Jan-06,White,Manhattan
Rocky,Male,"Poodle, Standard",Jan-06,Rust,Queens
Romey,Female,"Poodle, Standard",Jan-06,Black,Manhattan
Rudy,Male,"Poodle, Standard",Jan-06,Orange,Queens
Sasha,Female,"Poodle, Standard",Jan-06,Cream,Staten Island
Shaggy,Male,"Poodle, Standard",Jan-06,White,Bronx
Silvee,Female,"Poodle, Standard",Jan-06,Gray,Brooklyn
Sissy,Female,"Poodle, Standard",Jan-06,White,Brooklyn
Snuggles,Male,"Poodle, Standard",Jan-06,Orange,Bronx
Stevie,Female,"Poodle, Standard",Jan-06,White,Queens
Victorio,Male,"Poodle, Standard",Jan-06,White,Brooklyn
Yeye,Male,"Poodle, Standard",Jan-06,White,Brooklyn
Jordan,Male,"Poodle, Standard",Feb-06,Blond,Bronx
Lance,Male,"Poodle, Standard",Feb-06,White,Queens
Pepper,Male,"Poodle, Standard",Feb-06,Orange,Manhattan
Sarah,Female,"Poodle, Standard",Feb-06,Black,Manhattan
